,job_no,roles,companies,locations,experience,salaries,skills
606,209,data scientist iii,leading client,['bengaluru'],7-11,not disclosed,"['python', 'c++', 'golang', 'node.js', 'java', 'natural language processing', 'presentation skills', 'sap erp']"
607,210,data scientist,leading client in gaming industry,['bengaluru'],4-9,40-70,"['data science', 'machine learning', 'statistics', 'deep learning', 'sql', 'statistical modeling', 'machine learning algorithms', 'spark']"
608,211,data scientist / data analyst,siemens,['panaji'],3-5,not disclosed,"['data analysis', 'analytical', 'machine learning', 'predictive modeling', 'microsoft', 'operations', 'analytics', 'sql']"
609,212,data scientist,norstella,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",5-10,not disclosed,"['data analysis', 'usage', 'git', 'data science', 'data modeling', 'data security', 'machine learning', 'troubleshooting']"
610,213,data scientist - sagemaker,winning edge,"['bengaluru', ' karnataka']",5-9,not disclosed,"['sagemaker', 'gensim', 'java', 'scikit-learn', 'tensorflow or pytorch', 'spacy', 'nlp', 'corenlp']"
611,214,data scientist,microsoft,['bengaluru'],4-7,not disclosed,"['publishing', 'business analytics', 'analytical', 'data quality', 'windows', 'microsoft', 'troubleshooting', 'distribution system']"
612,215,data scientist,soho dragon,['bengaluru'],4-11,not disclosed,"['machine learning', 'agile', 'model development', 'natural language processing', 'data visualization', 'microsoft', 'predictive analytics', 'monitoring']"
613,216,data scientist,codvo,"['mumbai', ' delhi / ncr', ' bengaluru']",2-5,not disclosed,"['nlp', 'machine learning', 'deep learning', 'pytorch', 'theano', 'pyspark', 'data science', 'azure databricks']"
614,217,data scientist,agilite global solutions,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",5-10,not disclosed,"['data analysis', 'usage', 'git', 'data science', 'data modeling', 'data security', 'machine learning', 'troubleshooting']"
615,218,data scientist,emmes,['bengaluru'],3-8,not disclosed,"['deep learning', 'machine learning', 'programming', 'infrastructure', 'clinical research', 'model development', 'natural language processing', 'public health']"
616,219,data scientist,vayuz technologies,['bengaluru'],4-8,not disclosed,"['data science', 'ai/ml', 'nlp', 'image processing', 'llm', 'processing', 'data', 'natural language processing']"
617,220,data scientist - marketing and data analytics,vayuz technologies,['bengaluru'],5-7,not disclosed,"['gcp', 'data science', 'marketing analytics', 'data analytics', 'google bigquery', 'vertex ai', 'google cloud platform', 'campaign analytics']"
618,221,data scientist - rental operations (ren00414),pretium partners,['bengaluru'],2-4,not disclosed,"['data analysis', 'operational excellence', 'quantitative research', 'project management', 'risk modeling', 'machine learning', 'customer experience', 'stakeholder management']"
619,222,data scientist,winning edge,['bengaluru'],7-10,not disclosed,"['r', 'azure', 'aws', 'python', 'sql', 'tensorflow', 'spark mllib', 'pytorch']"
620,223,nlp data scientist ai real world data (rwd),norstella,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",2-7,not disclosed,"['computer science', 'health insurance', 'pharma', 'analytical', 'machine learning', 'hipaa', 'healthcare', 'life sciences']"
621,224,data scientist,xcel hires managment solutions pvt ltd,['bengaluru'],3-8,not disclosed,"['computer science', 'computer vision', 'deep learning', 'statistical modeling', 'machine learning', 'programming', 'transformers', 'hr']"
622,225,data scientist,winning edge,['bengaluru'],8-10,not disclosed,"['r', 'azure', 'aws', 'python', 'sql', 'tensorflow', 'pytorch', 'data']"
623,226,data scientist,vikara.ai,['remote'],5-10,30-45,"['artificial intelligence', 'frontend development', 'google cloud platforms', 'machine learning', 'python', 'data science', 'backend', 'docker']"
624,227,data scientist (1),blubirch,['bengaluru'],5-10,not disclosed,"['computer science', 'pdf', 'data management', 'data science', 'machine learning', 'deployment', 'scientist 1', 'data mining']"
625,228,data scientist,diligent corporation,['bengaluru'],2-5,not disclosed,"['computer science', 'c', 'project management', 'analytical', 'machine learning', 'legal', 'manager technology', 'wellness']"
626,229,data scientist with llm background,rarr technologies,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",2-5,not disclosed,"['statistical analysis', 'data science', 'machine learning', 'programming', 'natural language processing', 'research', 'statistics', 'python']"
627,230,data scientist,winning edge,['bengaluru'],7-10,not disclosed,"['r', 'azure', 'aws', 'python', 'sql', 'tensorflow', 'spark mllib', 'pytorch']"
628,231,data scientist & generative ai,smart wealth,"['delhi / ncr', ' bengaluru']",5-10,not disclosed,"['generative ai', 'data science', 'cloud', 'gen ai', 'azure', 'nlp', 'ml and llm', 'aws']"
629,232,remote opportunity for data scientists,navikenz,['remote'],5-8,not disclosed,"['data science', 'predictive modeling', 'genai', 'natural language processing', 'tensorflow', 'pytorch', 'machine learning', 'deep learning']"
630,233,data scientist,global pharma tek,['bengaluru'],2-6,not disclosed,"['computer vision', 'deep learning', 'consulting', 'machine learning', 'data processing', 'natural language processing', 'forecasting', 'analytics']"
631,234,data scientist,youtrip,['bengaluru'],2-3,not disclosed,"['computer science', 'excel', 'statistical analysis', 'analytical', 'consulting', 'hypothesis testing', 'data visualization', 'forecasting']"
632,235,"data scientist specialist (nlp, llm, and genai)",nasdaq,['bengaluru'],7-9,not disclosed,"['selection process', 'computer science', 'health insurance', 'git', 'financial markets', 'version control', 'linux', 'flex']"
633,236,data scientist (time series forecasting),evnek,"['mumbai', ' delhi / ncr', ' bengaluru']",4-6,not disclosed,"['sales forecasting', 'price strategy', 'arima', 'lstm', 'pandas', 'pricing strategy', 'time series', 'scikit']"
634,237,data scientist - python,ginger partners,['bengaluru'],3-6,not disclosed,"['python', 'data science', 'opencv', 'data scientist', 'data management', 'matlab', 'machine learning', 'numpy']"
635,238,data scientist,xoom,"['chennai', ' bengaluru']",4-7,not disclosed,"['computer science', 'automation', 'operational risk', 'wellness', 'risk management', 'ifrs', 'stakeholder management', 'financial services']"
636,239,data scientist,sparkcognition,['bengaluru'],3-5,not disclosed,"['operational excellence', 'renewable energy', 'performance management', 'gcp', 'machine learning', 'cloud', 'workflow', 'genetics']"
637,240,data scientist,spearhead,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",5-10,not disclosed,"['development testing', 'coding', 'manager technology', 'http', 'business applications', 'big data', 'aws', 'solution architect']"
638,241,data scientist,virtue sources,['bengaluru'],5-8,not disclosed,"['computer science', 'automation', 'machine learning', 'information retrieval', 'natural language processing', 'aws', 'analytics', 'sql']"
639,242,data scientist,bizviz technologies,['bengaluru'],3-7,not disclosed,"['erp', 'data analysis', 'sas', 'simulation', 'analytical', 'machine learning', 'healthcare', 'data mining']"
640,243,data scientist,futurism technologies,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",2-4,not disclosed,"['data analysis', 'google analytics', 'django', 'mysql', 'machine learning', 'data mining', 'business solutions', 'sql']"
641,244,data scientist,paktolus solutions,['bengaluru'],5-7,not disclosed,"['computer science', 'computer vision', 'gcp', 'machine learning', 'performance testing', 'stored procedures', 'troubleshooting', 'monitoring']"
642,245,data scientist,netcore cloud,['bengaluru'],3-5,not disclosed,"['prototype', 'brand ambassador', 'machine learning', 'programming', 'data structures', 'information retrieval', 'natural language processing', 'data mining']"
643,246,data scientist,ducker worldwide management consulting,['bengaluru'],2-3,not disclosed,"['excel', 'statistical analysis', 'analytical', 'consulting', 'hypothesis testing', 'data visualization', 'forecasting', 'sql']"
644,247,data scientist,elevate global,['bengaluru'],2-3,not disclosed,"['computer science', 'excel', 'statistical analysis', 'analytical', 'consulting', 'hypothesis testing', 'data visualization', 'forecasting']"
645,248,data scientist,preceptors it and business solutions,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",3-6,not disclosed,"['algorithms', 'python', 'project management', 'modeling', 'data analysis', 'data analytics', 'preventive maintenance', 'business solutions']"
646,249,"data scientist, cyber risk",safe security,['bengaluru'],1-3,not disclosed,"['computer science', 'data modeling', 'event management', 'risk modeling', 'risk assessment', 'machine learning', 'siem', 'data quality']"
647,250,data scientist - llm,course5 intelligence,"['gurugram', ' bengaluru', ' mumbai (all areas)']",3-7,18-25,"['azure', 'natural language processing', 'llm', 'machine learning', 'python', 'data science', 'processing', 'data']"
648,251,data scientist,bdb.ai,['bengaluru'],3-8,not disclosed,"['erp', 'data analysis', 'sas', 'simulation', 'analytical', 'machine learning', 'healthcare', 'data mining']"
649,252,data scientist,ecolab digital center (edc),['bengaluru'],2-5,not disclosed,"['data analysis', 'data science', 'project management', 'deployment', 'mathematics', 'research', 'statistics', 'supervision']"
650,253,data scientist,intense technologies,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",3-7,not disclosed,"['computer science', 'training', 'data science', 'machine learning', 'programming', 'natural language processing', 'research', 'python']"
651,254,data scientist,bureau,['bengaluru'],5-7,not disclosed,"['computer science', 'health insurance', 'data analysis', 'backend', 'data science', 'data modeling', 'machine learning', 'financial services']"
652,255,data scientist,response informatics,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",2-6,not disclosed,['data scientist']
653,256,data scientist,everest vacuum,['bengaluru'],3-7,not disclosed,"['product management', 'data analysis', 'talent acquisition', 'gcp', 'artificial intelligence', 'service engineering', 'machine learning', 'cloud']"
654,257,data scientist,ingersoll rand,['bengaluru'],4-8,not disclosed,"['product management', 'data analysis', 'talent acquisition', 'gcp', 'artificial intelligence', 'service engineering', 'machine learning', 'cloud']"
655,258,data scientist,winning edge,"['bengaluru', ' karnataka']",7-10,not disclosed,"['data science', 'pytorch', 'r', 'azure', 'gcp', 'aws', 'python', 'sql']"
656,259,data scientist,winning edge,['bengaluru'],7-10,not disclosed,"['data science', 'pytorch', 'r', 'azure', 'data visualization', 'aws', 'python', 'sql']"
657,260,data scientist,idc engineering,['bengaluru'],6-10,not disclosed,"['power bi', 'aws cloud', 'snowflake', 'python', 'sql', 'azure cloud', 'bi', 'cloud']"
658,261,data scientist,semicab - collaborative transportation platform,['bengaluru'],2-6,not disclosed,"['machine learning', 'deployment', 'data', 'machine']"
659,262,expert data scientist,radware ltd,['bengaluru'],5-6,not disclosed,"['data analysis', 'cyber security', 'gcp', 'analytical', 'machine learning', 'data visualization', 'analytics', 'sql']"
660,263,data scientist,sumeru digital solutions,['bengaluru'],3-8,not disclosed,['data scientist']
661,264,data scientist,mongodb,['bengaluru'],4-7,not disclosed,"['data management', 'data modeling', 'analytical', 'javascript', 'application development', 'forecasting', 'analytics', 'sql']"
662,265,data scientist- marketing mix,course5 intelligence,"['hybrid - gurgaon/gurugram', ' bangalore/bengaluru', ' mumbai (all areas)']",4-7,15-25,"['insights', 'market mix modelling', 'cpg', 'mmm', 'statistics', 'modeling', 'marketing', 'marketing mix']"
663,266,data scientist,european company,"['hybrid - chennai', ' bengaluru', ' mumbai (all areas)']",10-15,45-80,"['ai', 'nlp', 'predictive modeling', 'ui/ux', 'ux', 'text analytics', 'ai solutions', 'dl']"
664,267,data scientist,aurigo software technologies,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",4-8,not disclosed,"['deep learning', 'product engineering', 'sql database', 'machine learning', 'cloud', 'natural language processing', 'data mining', 'aws']"
665,268,machine learning data scientist - nlp,forecastera india,"['hyderabad', ' bengaluru']",3-7,not disclosed,"['front end', 'machine learning', 'information retrieval', 'natural language processing', 'open source', 'analytics', 'python', 'salesforce']"
666,269,data scientist,neostats analytics solutions,['bengaluru'],3-8,not disclosed,"['computer science', 'data analysis', 'sas', 'data science', 'mis', 'analytical', 'data analytics', 'information technology']"
667,270,data scientist-deep learning/transformer,response informatics,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",8-10,not disclosed,"['image processing', 'python', 'natural language processing', 'scikit-learn', 'neural networks', 'machine learning', 'artificial intelligence', 'text analytics']"
668,271,data scientist - 3,acko,['bengaluru'],4-6,not disclosed,"['computer science', 'deep learning', 'data science', 'analytical', 'machine learning', 'mathematics', 'customer experience', 'open source']"
669,272,data scientist,fedex,"['hybrid - pune', ' bengaluru', ' mumbai (all areas)']",2-6,not disclosed,"['python', 'sql', 'gcp', 'natural language processing', 'regression', 'clustering', 'aws', 'ml algorithms']"
670,273,data scientist,ramsoft systems,['bengaluru'],2-4,not disclosed,"['product management', 'quality monitoring', 'machine learning', 'radiology', 'healthcare', 'natural language processing', 'data quality', 'continuous improvement']"
671,274,data scientist,xoom,"['chennai', ' bengaluru']",5-7,not disclosed,"['analytical', 'wellness', 'data mining', 'teradata', 'analytics', 'financial services', 'monitoring', 'product marketing']"
672,275,data scientist,valenta pvt ltd,['bengaluru'],5-10,not disclosed,"['data analysis', 'data visualization', 'data mining', 'machine learning', 'machine', 'data', 'analysis']"
673,276,data scientist - mlb,snapminds technologies,['bengaluru'],2-3,not disclosed,"['it services', 'logistic regression', 'head business development', 'sas', 'machine learning', 'vendor', 'forecasting', 'crm']"
674,277,data scientist,superior electric machines,"['mumbai', ' chennai', ' bengaluru']",9-14,not disclosed,"['python', 'hive', 'scenario analysis', 'data mining', 'hadoop', 'statistical models', 'data scientist', 'spark']"
675,278,data scientist,aie group,['bengaluru'],5-10,not disclosed,"['usage', 'data science', 'spark', 'programming', 'python', 'data', 'program', 'science']"
676,279,data scientist - ai ml team,customerxps software,['bengaluru'],8-13,not disclosed,"['computer science', 'automation', 'artificial intelligence', 'machine learning', 'data collection', 'risk management', 'monitoring', 'sql']"
677,280,data scientist,obviously.ai,['bengaluru'],2-6,not disclosed,"['training', 'san', 'data analysis', 'backend', 'data science', 'machine learning', 'venture capital', 'equity']"
678,281,data scientist,equifax credit information services private limited,['bengaluru'],3-5,not disclosed,"['computer science', 'operations research', 'analytical', 'machine learning', 'algorithm development', 'data structures', 'healthcare', 'test cases']"
679,282,data scientist,equifax credit information services private limited,['bengaluru'],4-9,not disclosed,"['stress testing', 'team management', 'coding', 'bfsi', 'analytical', 'risk modeling', 'healthcare', 'credit risk']"
680,283,data scientist,digital glyde,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",3-7,not disclosed,"['data analysis', 'operations research', 'social science', 'analytical', 'report writing', 'mysql', 'cloud', 'database']"
681,284,data scientist,scalein,['bengaluru'],4-9,not disclosed,"['performance tuning', 'analytical', 'postgresql', 'administration', 'perl', 'sql', 'nosql', 'analytics']"
682,285,data scientist,intersoft kk,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",2-5,not disclosed,"['computer vision', 'gcp', 'artificial intelligence', 'mysql', 'machine learning', 'php', 'data structures', 'sql']"
683,286,data scientist,pegasus knowledge solutions (pksi),['bengaluru'],8-10,not disclosed,"['base sas', 'excel', 'data science', 'data modeling', 'sql', 'python', 'data', 'science']"
684,287,data scientist,nityo infotech,['bengaluru'],2-5,not disclosed,"['data analysis', 'machine learning', 'programming', 'power bi', 'product design', 'predictive modeling', 'pattern recognition', 'analytics']"
685,288,data scientist,artificial learning systems,['bengaluru'],2-7,not disclosed,"['supply chain', 'computer science', 'google analytics', 'business analyst', 'coding', 'machine learning', 'healthcare', 'data mining']"
686,289,data scientist,bharat light & power (blp),['bengaluru'],3-8,not disclosed,"['data analysis', 'factor analysis', 'linux', 'machine learning', 'hypothesis testing', 'data processing', 'big data', 'sql']"
687,290,data scientist,myyogateacher,['bengaluru'],3,not disclosed,"['business objects', 'sas', 'xml', 'mysql', 'javascript', 'data collection', 'data processing', 'data analyst']"
688,291,data scientist,btropsn software,['bengaluru'],3-5,not disclosed,"['computer science', 'prototype', 'git', 'analytical', 'machine learning', 'information retrieval', 'data quality', 'forecasting']"
689,292,data scientist,naghavi fintech,['bengaluru'],2-6,not disclosed,"['data mining', 'statistics', 'data']"
690,293,data scientist,hakimo,['bengaluru'],3-5,not disclosed,"['tableau', 'data science', 'sql database', 'security systems', 'physical security', 'management', 'data warehousing', 'python']"
691,294,data scientist,praana power,['bengaluru'],4-8,not disclosed,"['python', 'data scientist', 'data']"
692,295,data scientist,tata industries limited-tata insights and quants divison,['bengaluru'],2-7,not disclosed,"['hive', 'python', 'data mining', 'neural networks', 'predictive analytics', 'time series', 'random forest', 'svm']"
693,296,data scientist,magna international,['bengaluru'],3-5,not disclosed,"['operations research', 'simulation', 'data management', 'analytical', 'german', 'spanish', 'continuous improvement', 'analytics']"
694,297,data scientist,response informatics,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",4-7,not disclosed,"['training', 'data analysis', 'data science', 'machine learning', 'infrastructure', 'programming', 'model development', 'deployment']"
695,298,data scientist,shriram finance limited,['bengaluru'],4-9,not disclosed,"['natural language processing', 'machine learning', 'sql', 'predictive modeling', 'data science', 'data scientist', 'artificial intelligence', 'deep learning']"
696,299,data scientist,dori ai,['bengaluru'],2-4,not disclosed,"['computer vision', 'performance tuning', 'deep learning', 'data science', 'analytical', 'machine learning', 'packaging', 'data structures']"
697,300,data scientist,aptus data labs,['bengaluru'],2-5,not disclosed,"['it services', 'san', 'operations research', 'production planning', 'analytical', 'consulting', 'sms', 'crm']"
698,301,data scientist,xebia it architects,['bengaluru'],8-10,not disclosed,"['mining', 'text mining', 'logistic regression', 'machine learning', 'data mining', 'continuous improvement', 'open source', 'forecasting']"
699,302,data scientist,ideslabs,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",5-8,not disclosed,"['computer science', 'rdbms', 'analytical', 'machine learning', 'predictive modeling', 'data visualization', 'research', 'business case']"
700,303,data scientist,idexcel,['bengaluru'],3-8,not disclosed,"['computer vision', 'automation', 'neural networks', 'debugging', 'machine learning', 'agile', 'customer experience', 'technology solutions']"
701,304,data scientist / advanced analytics - machine learning,e2e infoware,"['chennai', ' bengaluru']",1-5,not disclosed,"['advanced analytics', 'deep learning', 'artificial intelligence', 'r programming', 'machine learning', 'python', 'data analytics', 'intelligence']"
702,305,data scientist,commonwealth bank,['bengaluru'],5-7,not disclosed,"['data analysis', 'github', 'artificial intelligence', 'machine learning', 'data structures', 'financial services', 'sql', 'python']"
703,306,data scientist,covalense global,"['hyderabad', ' bengaluru']",3-8,not disclosed,"['machine learning', 'data collection', 'data visualization', 'data', 'collections', 'machine']"
704,307,data scientist,akkodis,['bengaluru'],4-5,not disclosed,"['computer science', 'computer vision', 'linux', 'machine learning', 'information technology', 'automotive', 'analytics', 'functional safety']"
705,308,nlp data scientist,heaps health solutions india,"['hyderabad', ' bengaluru']",2-3,not disclosed,"['basic', 'data analysis', 'version control', 'git', 'gcp', 'programming', 'healthcare', 'technology solutions']"
706,309,data scientist,heaps health solutions india,"['hyderabad', ' bengaluru']",1-4,not disclosed,"['data analysis', 'version control', 'git', 'data science', 'gcp', 'analytical', 'machine learning', 'data mining']"
707,310,data scientist,brokentusk technologies,['bengaluru'],3-5,not disclosed,"['health insurance', 'sas', 'financial inclusion', 'agile', 'infrastructure', 'predictive modeling', 'data mining', 'financial services']"
708,311,data scientist,add on it systems,['bengaluru'],2-4,not disclosed,"['pdf', 'statistical analysis', 'machine learning', 'ms word', 'data visualization', 'python', 'microsoft', 'machine']"
709,312,data scientist,cellworks research india,['bengaluru'],3-5,not disclosed,"['computer science', 'nosql', 'statistical analysis', 'data modeling', 'analytical', 'machine learning', 'mysql', 'data structures']"
710,313,data scientist,tata industries limited-tata insights and quants divison,"['mumbai', ' jamshedpur', ' bengaluru']",2-7,not disclosed,"['data analysis', 'data management', 'html', 'http', 'information management', 'data mining', 'econometrics', 'information technology']"
711,314,data scientist,customerxps software,['bengaluru'],12-15,not disclosed,"['machine learning', 'data collection', 'data visualization', 'collections', 'machine', 'data']"
712,315,data scientist,customerxps software,"['mumbai', ' bengaluru']",12-15,not disclosed,"['machine learning', 'data collection', 'data visualization', 'data', 'collections', 'machine']"
713,316,data scientist,gforce consulting solutions,['bengaluru'],3-8,not disclosed,"['tableau', 'data science', 'spark', 'demand forecasting', 'machine learning', 'data structures', 'object oriented programming', 'statistics']"
714,317,data scientist,tibil solutions,['bengaluru'],3-4,not disclosed,['job position: data scientist']
715,318,data scientist,ihcc,['bengaluru'],9-10,not disclosed,"['business objects', 'ms sql', 'mysql', 'javascript', 'business intelligence', 'microsoft', 'open source', 'information technology']"
716,319,data scientist,rapid canvas,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",4-9,not disclosed,"['computer science', 'operations research', 'data science', 'gcp', 'machine learning', 'sage', 'data mining', 'aws']"
717,320,data scientists and programmer,zdaly,['bengaluru'],2-5,not disclosed,"['san', 'health insurance', 'tableau', 'data modeling', 'cassandra', 'script writing', 'big data analytics', 'machine learning']"
718,321,data scientists,huntertech ventures,['bengaluru'],1-4,not disclosed,"['algorithms', 'workday functional', 'python', 'workday', 'data security', 'predictive analytics', 'predictive', 'power bi']"
719,322,data scientist,neostats analytics solutions,['bengaluru'],3-8,not disclosed,"['computer science', 'data analysis', 'sas', 'mis', 'analytical', 'research', 'information technology', 'analytics']"
720,323,data scientist - asr & nlp specialist,deliverhealth solutions,['bengaluru'],3-8,not disclosed,"['computer science', 'asr', 'cloud computing', 'gcp', 'machine learning', 'linguistics', 'healthcare', 'natural language processing']"
721,324,data scientist i,stats perform,['bengaluru'],1-3,not disclosed,"['computer science', 'computer vision', 'deep learning', 'neural networks', 'data collection', 'model development', 'statistics', 'supervision']"
722,325,"data scientist, cyber risk",safe security,['bengaluru'],1-3,not disclosed,"['data modeling', 'event management', 'risk modeling', 'risk assessment', 'machine learning', 'siem', 'data quality', 'risk management']"
723,326,data scientist,kashsam data solutions,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",3-7,not disclosed,"['data analysis', 'coding', 'process improvement', 'data governance', 'management', 'process', 'improvement', 'analysis']"
724,327,data scientist,aie group,['bengaluru'],3-8,not disclosed,"['computer science', 'deep learning', 'statistical modeling', 'prototype', 'data science', 'neural networks', 'machine learning', 'research']"
725,328,data scientist,netcore cloud,"['mumbai', ' bengaluru']",3-7,not disclosed,"['c++', 'product engineering', 'nosql', 'business analytics', 'artificial intelligence', 'mysql', 'machine learning', 'mongodb']"
726,329,data scientist,ramsoft systems,['bengaluru'],2-4,not disclosed,"['product management', 'computer science', 'machine learning', 'radiology', 'programming', 'healthcare', 'natural language processing', 'recruitment']"
727,330,data scientist,mx technologies,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",3-5,not disclosed,"['logistic regression', 'data analysis', 'analytical', 'machine learning', 'data mining', 'econometrics', 'operations', 'team building']"
728,331,data scientist,response informatics,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",8-9,not disclosed,"['computer vision', 'deep learning', 'data science', 'focus', 'machine learning', 'programming', 'natural language processing', 'python']"
729,332,data scientist,conneqt,['bengaluru'],3-7,not disclosed,"['data science', 'analytical', 'machine learning', 'hypothesis testing', 'statistics', 'business understanding', 'python', 'text analytics']"
730,333,data scientist,customerxps software,['bengaluru'],12-22,not disclosed,"['product management', 'change management', 'team management', 'business analysis', 'mis', 'project management', 'consulting', 'risk management']"
731,334,data scientist-deep learning,response informatics,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",8-9,not disclosed,"['computer vision', 'deep learning', 'data science', 'focus', 'machine learning', 'programming', 'natural language processing', 'python']"
732,335,data scientist,nhance now,['bengaluru'],5-7,not disclosed,"['computer science', 'computer vision', 'operations research', 'machine learning', 'scala', 'workflow', 'natural language processing', 'data mining']"
733,336,data scientist,inference labs,['bengaluru'],3-5,not disclosed,"['c++', 'linux', 'networking', 'coding', 'javascript', 'dns', 'perl', 'http']"
734,337,data scientist ai ml nlp,global pharma tek,['bengaluru'],3-5,not disclosed,"['text mining', 'logistic regression', 'lms', 'machine learning', 'healthcare', 'data visualization', 'data mining', 'open source']"
735,338,nlp data scientist - real world data (rwd),agilite global solutions,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",3-8,not disclosed,"['computer science', 'health insurance', 'pharma', 'analytical', 'agile', 'healthcare', 'life sciences', 'open source']"
736,339,data scientist,cognistx,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",2-7,not disclosed,"['computer science', 'data analysis', 'nosql', 'machine learning', 'data collection', 'business intelligence', 'data mining', 'matlab']"
737,340,data scientist,brandmuscle,['bengaluru'],4-7,not disclosed,"['data analysis', 'process optimization', 'marketing analytics', 'simulation', 'data science', 'machine learning', 'data collection', 'data mining']"
738,341,"nlp , data scientist",mango sciences,['bengaluru'],4-6,not disclosed,"['computer science', 'pharma', 'analytical', 'machine learning', 'agile', 'healthcare', 'life sciences', 'analytics']"
739,342,"knowledge graph , data scientist",mango sciences,['bengaluru'],3-5,not disclosed,"['computer science', 'pharma', 'analytical', 'machine learning', 'agile', 'healthcare', 'life sciences', 'operations']"
740,343,"deep learning , data scientist",mango sciences,['bengaluru'],3-5,not disclosed,"['computer science', 'pharma', 'analytical', 'machine learning', 'agile', 'healthcare', 'life sciences', 'operations']"
741,344,data scientist,tyootr,['bengaluru'],3-7,not disclosed,"['algorithms', 'python', 'modeling', 'data analysis', 'data analytics', 'natural language processing', 'predictive', 'machine learning']"
742,345,data scientist,pragya health technologies,['bengaluru'],2-6,not disclosed,"['algorithms', 'python', 'modeling', 'data analysis', 'data analytics', 'natural language processing', 'predictive', 'machine learning']"
743,346,data scientist,travel centric technology,['bengaluru'],5-10,not disclosed,"['simulation', 'coding', 'neural networks', 'analytical', 'agile development', 'machine learning', 'predictive modeling', 'data mining']"
744,347,data scientist,celebal technologies,"['jaipur', ' bengaluru']",5-10,not disclosed,"['data science', 'conversational ai', 'natural language processing', 'computer vision', 'deep learning', 'artificial intelligence', 'process', 'data']"
745,348,data scientist,"galvanize, now diligent",['bengaluru'],2-5,not disclosed,"['computer science', 'c', 'project management', 'analytical', 'machine learning', 'legal', 'manager technology', 'wellness']"
746,349,data scientist,the it mind services,"['kolkata', ' mumbai', ' hyderabad', ' new delhi', ' pune', ' chennai', ' bengaluru']",4-12,not disclosed,"['machine learning', 'data collection', 'data visualization', 'collections', 'machine', 'data']"
747,350,product data scientist,xoom,"['chennai', ' bengaluru']",1-4,not disclosed,"['data analysis', 'product engineering', 'diversity and inclusion', 'finance', 'hypothesis testing', 'manager technology', 'wellness', 'analytics']"
748,351,data scientist,xoom,"['chennai', ' bengaluru']",5-7,not disclosed,"['statistical programming', 'data analysis', 'analytical', 'qlikview', 'business solutions', 'continuous improvement', 'teradata', 'analytics']"
749,352,data scientist,open insights,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",3-6,not disclosed,"['c++', 'linux', 'agile scrum', 'machine learning', 'programming', 'object oriented programming', 'statistics', 'sql']"
750,353,data scientist,germane analytics,['bengaluru'],8-13,not disclosed,"['c++', 'algorithms', 'simulation', 'coding', 'mysql', 'machine learning', 'javascript', 'business objects']"
751,354,data scientist,fiddich,['bengaluru'],5-8,not disclosed,"['algorithms', 'data modeling', 'analytical', 'machine learning', 'grid', 'perl', 'data mining', 'matlab']"
752,355,data scientist,kanini software solutions,"['noida', ' pune', ' chennai', ' coimbatore', ' bengaluru']",4-7,not disclosed,"['unix', 'data analysis', 'sas', 'linux', 'coding', 'analytical', 'windows', 'risk management']"
753,356,data scientist,pattern effects labs,['bengaluru'],2-7,not disclosed,"['statistical analysis', 'data mining', 'statistics', 'data', 'analysis']"
